vendor_id,name,country
v07927,Vendor 7927,US
v07928,Vendor 7928,DE
v07929,Vendor 7929,GB
v07930,Vendor 7930,BR
v07931,Vendor 7931,MX
v07932,Vendor 7932,CA
v07933,Vendor 7933,FR
v07934,Vendor 7934,CA
v07935,Vendor 7935,CA
v07936,Vendor 7936,BR
v07937,Vendor 7937,MX
v07938,Vendor 7938,CA
v07939,Vendor 7939,BR
v07940,Vendor 7940,CN
v07941,Vendor 7941,FR
v07942,Vendor 7942,DE
v07943,Vendor 7943,DE
v07944,Vendor 7944,CA
v07945,Vendor 7945,DE
v07946,Vendor 7946,BR
v07947,Vendor 7947,BR
v07948,Vendor 7948,GB
v07949,Vendor 7949,US
v07950,Vendor 7950,US
v07951,Vendor 7951,GB
v07952,Vendor 7952,BR
v07953,Vendor 7953,CA
v07954,Vendor 7954,FR
v07955,Vendor 7955,FR
v07956,Vendor 7956,JP
v07957,Vendor 7957,CA
v07958,Vendor 7958,US
v07959,Vendor 7959,DE
v07960,Vendor 7960,US
v07961,Vendor 7961,GB
v07962,Vendor 7962,DE
v07963,Vendor 7963,AU
v07964,Vendor 7964,AU
v07965,Vendor 7965,BR
v07966,Vendor 7966,CA
v07967,Vendor 7967,US
v07968,Vendor 7968,FR
v07969,Vendor 7969,FR
v07970,Vendor 7970,MX
v07971,Vendor 7971,MX
v07972,Vendor 7972,CN
v07973,Vendor 7973,BR
v07974,Vendor 7974,BR
v07975,Vendor 7975,BR
v07976,Vendor 7976,BR
v07977,Vendor 7977,GB
v07978,Vendor 7978,CA
v07979,Vendor 7979,CA
v07980,Vendor 7980,DE
v07981,Vendor 7981,MX
v07982,Vendor 7982,AU
v07983,Vendor 7983,BR
v07984,Vendor 7984,BR
v07985,Vendor 7985,BR
v07986,Vendor 7986,CA
v07987,Vendor 7987,DE
v07988,Vendor 7988,FR
v07989,Vendor 7989,BR
v07990,Vendor 7990,CA
v07991,Vendor 7991,US
v07992,Vendor 7992,AU
v07993,Vendor 7993,CA
v07994,Vendor 7994,US
v07995,Vendor 7995,US
v07996,Vendor 7996,MX
v07997,Vendor 7997,GB
v07998,Vendor 7998,CN
v07999,Vendor 7999,GB
v08000,Vendor 8000,MX
v08001,Vendor 8001,MX
v08002,Vendor 8002,AU
v08003,Vendor 8003,US
v08004,Vendor 8004,MX
v08005,Vendor 8005,MX
v08006,Vendor 8006,BR
v08007,Vendor 8007,DE
v08008,Vendor 8008,BR
v08009,Vendor 8009,CN
v08010,Vendor 8010,FR
v08011,Vendor 8011,US
v08012,Vendor 8012,MX
v08013,Vendor 8013,BR
v08014,Vendor 8014,MX
v08015,Vendor 8015,AU
v08016,Vendor 8016,GB
v08017,Vendor 8017,DE
v08018,Vendor 8018,FR
v08019,Vendor 8019,GB
v08020,Vendor 8020,DE
v08021,Vendor 8021,BR
v08022,Vendor 8022,MX
v08023,Vendor 8023,GB
v08024,Vendor 8024,BR
v08025,Vendor 8025,CN
v08026,Vendor 8026,FR
v08027,Vendor 8027,GB
v08028,Vendor 8028,GB
v08029,Vendor 8029,AU
v08030,Vendor 8030,JP
v08031,Vendor 8031,FR
v08032,Vendor 8032,CA
v08033,Vendor 8033,BR
v08034,Vendor 8034,GB
v08035,Vendor 8035,AU
v08036,Vendor 8036,CN
v08037,Vendor 8037,FR
v08038,Vendor 8038,FR
v08039,Vendor 8039,MX
v08040,Vendor 8040,GB
v08041,Vendor 8041,BR
v08042,Vendor 8042,CA
v08043,Vendor 8043,AU
v08044,Vendor 8044,DE
v08045,Vendor 8045,MX
v08046,Vendor 8046,FR
v08047,Vendor 8047,JP
v08048,Vendor 8048,JP
v08049,Vendor 8049,MX
v08050,Vendor 8050,GB
v08051,Vendor 8051,AU
v08052,Vendor 8052,CN
v08053,Vendor 8053,DE
v08054,Vendor 8054,BR
v08055,Vendor 8055,AU
v08056,Vendor 8056,JP
v08057,Vendor 8057,MX
v08058,Vendor 8058,DE
v08059,Vendor 8059,FR
v08060,Vendor 8060,US
v08061,Vendor 8061,DE
v08062,Vendor 8062,BR
v08063,Vendor 8063,FR
v08064,Vendor 8064,FR
v08065,Vendor 8065,DE
v08066,Vendor 8066,DE
v08067,Vendor 8067,AU
v08068,Vendor 8068,US
v08069,Vendor 8069,GB
v08070,Vendor 8070,JP
v08071,Vendor 8071,FR
v08072,  Vendor 8072  ,BR
v08073,Vendor 8073,DE
v08074,Vendor 8074,MX
v08075,Vendor 8075,CN
v08076,Vendor 8076,CA
v08077,Vendor 8077,AU
v08078,Vendor 8078,FR
v08079,Vendor 8079,FR
v08080,Vendor 8080,GB
v08081,Vendor 8081,US
v08082,Vendor 8082,GB
v08083,Vendor 8083,JP
v08084,Vendor 8084,DE
v08085,Vendor 8085,MX
v08086,Vendor 8086,MX
v08087,Vendor 8087,FR
v08088,Vendor 8088,AU
v08089,Vendor 8089,DE
v08090,Vendor 8090,BR
v08091,Vendor 8091,GB
v08092,Vendor 8092,JP
v08093,Vendor 8093,GB
v08094,Vendor 8094,FR
v08095,Vendor 8095,FR
v08096,Vendor 8096,DE
v08097,Vendor 8097,MX
v08098,Vendor 8098,DE
v08099,Vendor 8099,MX
v08100,Vendor 8100,CN
v08101,Vendor 8101,AU
v08102,Vendor 8102,FR
v08103,Vendor 8103,BR
v08104,Vendor 8104,AU
v08105,Vendor 8105,CN
v08106,Vendor 8106,DE
v08107,Vendor 8107,MX
v08108,Vendor 8108,BR
v08109,Vendor 8109,GB
v08110,Vendor 8110,MX
v08111,Vendor 8111,FR
v08112,Vendor 8112,JP
v08113,Vendor 8113,AU
v08114,Vendor 8114,BR
v08115,Vendor 8115,GB
v08116,Vendor 8116,US
v08117,Vendor 8117,DE
v08118,Vendor 8118,JP
v08119,Vendor 8119,US
v08120,Vendor 8120,BR
v08121,Vendor 8121,JP
v08122,Vendor 8122,FR
v08123,Vendor 8123,MX
v08124,Vendor 8124,CN
v08125,Vendor 8125,MX
v08126,Vendor 8126,DE
v08127,Vendor 8127,GB
v08128,Vendor 8128,MX
v08129,Vendor 8129,GB
v08130,Vendor 8130,FR
v08131,Vendor 8131,CN
v08132,Vendor 8132,DE
v08133,Vendor 8133,CN
v08134,Vendor 8134,FR
v08135,Vendor 8135,MX
v08136,Vendor 8136,AU
v08137,Vendor 8137,CA
v08138,Vendor 8138,FR
v08139,Vendor 8139,US
v08140,Vendor 8140,FR
v08141,Vendor 8141,CN
v08142,Vendor 8142,BR
v08143,Vendor 8143,GB
v08144,Vendor 8144,AU
v08145,Vendor 8145,JP
v08146,Vendor 8146,AU
v08147,Vendor 8147,MX
v08148,Vendor 8148,AU
v08149,Vendor 8149,AU
v08150,Vendor 8150,CN
v08151,Vendor 8151,US
v08152,Vendor 8152,FR
v08153,Vendor 8153,US
v08154,Vendor 8154,DE
v08155,Vendor 8155,MX
v08156,Vendor 8156,CN
v08157,Vendor 8157,US
v08158,Vendor 8158,US
v08159,Vendor 8159,FR
v08160,Vendor 8160,CN
v08161,Vendor 8161,MX
v08162,Vendor 8162,JP
v08163,Vendor 8163,US
v08164,Vendor 8164,CA
v08165,Vendor 8165,MX
v08166,Vendor 8166,CA
v08167,Vendor 8167,JP
v08168,Vendor 8168,MX
v08169,Vendor 8169,JP
v08170,Vendor 8170,BR
v08171,Vendor 8171,FR
v08172,Vendor 8172,CA
v08173,Vendor 8173,JP
v08174,Vendor 8174,BR
v08175,Vendor 8175,CA
v08176,Vendor 8176,US
v08177,Vendor 8177,GB
v08178,Vendor 8178,CN
v08179,Vendor 8179,AU
v08180,Vendor 8180,FR
v08181,Vendor 8181,JP
v08182,Vendor 8182,CN
v08183,Vendor 8183,CA
v08184,Vendor 8184,CN
v08185,Vendor 8185,BR
v08186,Vendor 8186,FR
v08187,Vendor 8187,GB
v08188,Vendor 8188,AU
v08189,Vendor 8189,MX
v08190,Vendor 8190,US
v08191,Vendor 8191,BR
v08192,Vendor 8192,US
v08193,Vendor 8193,GB
v08194,Vendor 8194,FR
v08195,Vendor 8195,MX
v08196,Vendor 8196,AU
v08197,Vendor 8197,GB
v08198,Vendor 8198,JP
v08199,Vendor 8199,FR
v08200,Vendor 8200,BR
v08201,Vendor 8201,DE
v08202,Vendor 8202,GB
v08203,Vendor 8203,BR
v08204,Vendor 8204,AU
v08205,Vendor 8205,BR
v08206,Vendor 8206,FR
v08207,Vendor 8207,GB
v08208,Vendor 8208,DE
v08209,Vendor 8209,FR
v08210,Vendor 8210,MX
v08211,Vendor 8211,MX
v08212,Vendor 8212,AU
v08213,Vendor 8213,US
v08214,Vendor 8214,JP
v08215,Vendor 8215,BR
v08216,Vendor 8216,AU
v08217,Vendor 8217,AU
v08218,Vendor 8218,GB
v08219,Vendor 8219,CA
v08220,Vendor 8220,MX
v08221,Vendor 8221,FR
v08222,Vendor 8222,AU
v08223,Vendor 8223,GB
v08224,Vendor 8224,CN
v08225,Vendor 8225,US
v08226,Vendor 8226,US
v08227,Vendor 8227,BR
v08228,Vendor 8228,FR
v08229,Vendor 8229,FR
v08230,Vendor 8230,GB
v08231,Vendor 8231,AU
v08232,Vendor 8232,JP
v08233,Vendor 8233,US
v08234,Vendor 8234,AU
v08235,Vendor 8235,FR
v08236,Vendor 8236,JP
v08237,Vendor 8237,CA
v08238,Vendor 8238,FR
v08239,Vendor 8239,CN
v08240,Vendor 8240,MX
v08241,Vendor 8241,MX
v08242,Vendor 8242,DE
v08243,Vendor 8243,MX
v08244,Vendor 8244,AU
v08245,Vendor 8245,US
v08246,Vendor 8246,CA
v08247,Vendor 8247,US
v08248,Vendor 8248,FR
v08249,Vendor 8249,US
v08250,Vendor 8250,BR
v08251,Vendor 8251,DE
v08252,Vendor 8252,AU
v08253,Vendor 8253,CA
v08254,Vendor 8254,US
v08255,Vendor 8255,FR
v08256,Vendor 8256,MX
v08257,Vendor 8257,AU
v08258,Vendor 8258,AU
v08259,Vendor 8259,GB
v08260,Vendor 8260,AU
v08261,Vendor 8261,CA
v08262,Vendor 8262,US
v08263,Vendor 8263,MX
v08264,Vendor 8264,MX
v08265,Vendor 8265,MX
v08266,Vendor 8266,GB
v08267,Vendor 8267,GB
v08268,Vendor 8268,MX
v08269,Vendor 8269,JP
v08270,Vendor 8270,FR
v08271,Vendor 8271,JP
v08272,Vendor 8272,MX
v08273,Vendor 8273,GB
v08274,Vendor 8274,CN
v08275,Vendor 8275,US
v08276,Vendor 8276,GB
v08277,Vendor 8277,CA
v08278,Vendor 8278,AU
v08279,Vendor 8279,CN
v08280,Vendor 8280,GB
v08281,Vendor 8281,US
v08282,Vendor 8282,CA
v08283,Vendor 8283,US
v08284,Vendor 8284,FR
v08285,Vendor 8285,JP
v08286,Vendor 8286,AU
v08287,Vendor 8287,MX
v08288,Vendor 8288,CA
v08289,Vendor 8289,US
v08290,Vendor 8290,GB
v08291,Vendor 8291,CN
v08292,Vendor 8292,US
v08293,Vendor 8293,US
v08294,Vendor 8294,FR
v08295,Vendor 8295,CA
v08296,Vendor 8296,GB
v08297,Vendor 8297,AU
v08298,Vendor 8298,AU
v08299,Vendor 8299,US
v08300,Vendor 8300,CA
v08301,Vendor 8301,CA
v08302,Vendor 8302,GB
v08303,Vendor 8303,BR
v08304,Vendor 8304,CA
v08305,Vendor 8305,BR
v08306,Vendor 8306,CN
v08307,Vendor 8307,CN
v08308,Vendor 8308,FR
v08309,Vendor 8309,FR
v08310,Vendor 8310,US
v08311,Vendor 8311,FR
v08312,Vendor 8312,CN
v08313,Vendor 8313,CA
v08314,Vendor 8314,US
v08315,Vendor 8315,AU
v08316,Vendor 8316,AU
v08317,Vendor 8317,CA
v08318,Vendor 8318,MX
v08319,Vendor 8319,GB
v08320,Vendor 8320,BR
v08321,Vendor 8321,US
v08322,Vendor 8322,MX
v08323,Vendor 8323,GB
v08324,Vendor 8324,CN
v08325,Vendor 8325,DE
v08326,Vendor 8326,GB
v08327,Vendor 8327,CN
v08328,Vendor 8328,GB
v08329,Vendor 8329,BR
v08330,Vendor 8330,CA
v08331,Vendor 8331,MX
v08332,Vendor 8332,DE
v08333,Vendor 8333,MX
v08334,Vendor 8334,US
v08335,Vendor 8335,FR
v08336,Vendor 8336,CA
v08337,Vendor 8337,JP
v08338,Vendor 8338,AU
v08339,Vendor 8339,US
v08340,Vendor 8340,JP
v08341,Vendor 8341,AU
v08342,Vendor 8342,US
v08343,Vendor 8343,MX
v08344,Vendor 8344,CN
v08345,Vendor 8345,FR
v08346,Vendor 8346,CA
v08347,Vendor 8347,US
v08348,Vendor 8348,DE
v08349,Vendor 8349,JP
v08350,Vendor 8350,US
v08351,Vendor 8351,US
v08352,Vendor 8352,JP
v08353,Vendor 8353,US
v08354,Vendor 8354,MX
v08355,Vendor 8355,BR
v08356,Vendor 8356,US
v08357,Vendor 8357,AU
v08358,Vendor 8358,GB
v08359,Vendor 8359,CA
v08360,Vendor 8360,BR
v08361,Vendor 8361,GB
v08362,Vendor 8362,JP
v08363,Vendor 8363,CA
v08364,Vendor 8364,BR
v08365,Vendor 8365,CN
v08366,Vendor 8366,CN
v08367,Vendor 8367,US
v08368,Vendor 8368,GB
v08369,Vendor 8369,US
v08370,Vendor 8370,US
v08371,Vendor 8371,BR
v08372,Vendor 8372,CN
v08373,Vendor 8373,JP
v08374,Vendor 8374,GB
v08375,Vendor 8375,DE
v08376,Vendor 8376,BR
v08377,Vendor 8377,JP
v08378,Vendor 8378,US
v08379,Vendor 8379,AU
v08380,Vendor 8380,MX
v08381,Vendor 8381,FR
v08382,Vendor 8382,JP
v08383,Vendor 8383,CN
v08384,Vendor 8384,DE
v08385,Vendor 8385,JP
v08386,Vendor 8386,FR
v08387,Vendor 8387,GB
v08388,Vendor 8388,FR
v08389,Vendor 8389,MX
v08390,Vendor 8390,AU
v08391,Vendor 8391,US
v08392,Vendor 8392,MX
v08393,Vendor 8393,CN
v08394,Vendor 8394,US
v08395,Vendor 8395,CA
v08396,Vendor 8396,JP
v08397,Vendor 8397,GB
v08398,Vendor 8398,AU
v08399,Vendor 8399,US
v08400,Vendor 8400,FR
v08401,Vendor 8401,US
v08402,Vendor 8402,AU
v08403,Vendor 8403,GB
v08404,Vendor 8404,BR
v08405,Vendor 8405,MX
v08406,Vendor 8406,BR
v08407,Vendor 8407,US
v08408,Vendor 8408,DE
v08409,Vendor 8409,GB
v08410,Vendor 8410,CA
v08411,Vendor 8411,US
v08412,Vendor 8412,MX
v08413,Vendor 8413,US
v08414,Vendor 8414,DE
v08415,Vendor 8415,MX
v08416,Vendor 8416,DE
v08417,Vendor 8417,CA
v08418,Vendor 8418,FR
v08419,Vendor 8419,AU
v08420,Vendor 8420,FR
v08421,Vendor 8421,BR
v08422,Vendor 8422,FR
v08423,Vendor 8423,US
v08424,Vendor 8424,FR
v08425,Vendor 8425,CN
v08426,Vendor 8426,GB
v08427,Vendor 8427,DE
v08428,Vendor 8428,DE
v08429,Vendor 8429,BR
v08430,Vendor 8430,DE
v08431,Vendor 8431,BR
v08432,Vendor 8432,JP
v08433,Vendor 8433,GB
v08434,Vendor 8434,US
v08435,Vendor 8435,CA
v08436,Vendor 8436,BR
v08437,Vendor 8437,DE
v08438,Vendor 8438,GB
v08439,Vendor 8439,JP
v08440,Vendor 8440,US
v08441,Vendor 8441,JP
v08442,Vendor 8442,AU
v08443,Vendor 8443,CN
v08444,Vendor 8444,AU
v08445,Vendor 8445,AU
v08446,Vendor 8446,GB
v08447,Vendor 8447,CN
v08448,Vendor 8448,CN
v08449,Vendor 8449,DE
v08450,Vendor 8450,FR
v08451,Vendor 8451,FR
v08452,Vendor 8452,AU
v08453,Vendor 8453,GB
v08454,Vendor 8454,CN
v08455,Vendor 8455,AU
v08456,Vendor 8456,AU
v08457,Vendor 8457,MX
v08458,Vendor 8458,CA
v08459,Vendor 8459,CA
v08460,Vendor 8460,DE
v08461,Vendor 8461,US
v08462,Vendor 8462,AU
v08463,Vendor 8463,DE
v08464,Vendor 8464,FR
v08465,Vendor 8465,JP
v08466,Vendor 8466,DE
v08467,Vendor 8467,FR
v08468,Vendor 8468,MX
v08469,Vendor 8469,DE
v08470,Vendor 8470,DE
v08471,Vendor 8471,CN
v08472,Vendor 8472,GB
v08473,Vendor 8473,BR
v08474,Vendor 8474,BR
v08475,Vendor 8475,JP
v08476,Vendor 8476,US
v08477,Vendor 8477,JP
v08478,Vendor 8478,BR
v08479,Vendor 8479,FR
v08480,Vendor 8480,FR
v08481,Vendor 8481,BR
v08482,Vendor 8482,DE
v08483,Vendor 8483,FR
v08484,Vendor 8484,DE
v08485,Vendor 8485,CA
v08486,Vendor 8486,GB
v08487,Vendor 8487,FR
v08488,Vendor 8488,CA
v08489,Vendor 8489,JP
v08490,Vendor 8490,CA
v08491,Vendor 8491,CA
v08492,Vendor 8492,US
v08493,Vendor 8493,GB
v08494,Vendor 8494,GB
v08495,Vendor 8495,US
v08496,Vendor 8496,MX
v08497,Vendor 8497,CA
v08498,Vendor 8498,FR
v08499,Vendor 8499,CN
v08500,Vendor 8500,FR
v08501,Vendor 8501,BR
v08502,Vendor 8502,GB
v08503,Vendor 8503,CA
v08504,Vendor 8504,CN
v08505,Vendor 8505,JP
v08506,Vendor 8506,US
v08507,Vendor 8507,CA
v08508,Vendor 8508,CA
v08509,Vendor 8509,FR
v08510,Vendor 8510,FR
v08511,Vendor 8511,CN
v08512,Vendor 8512,AU
v08513,Vendor 8513,CA
v08514,Vendor 8514,GB
v08515,Vendor 8515,US
v08516,Vendor 8516,JP
v08517,Vendor 8517,BR
v08518,Vendor 8518,CN
v08519,Vendor 8519,BR
v08520,Vendor 8520,CA
v08521,Vendor 8521,JP
v08522,Vendor 8522,FR
v08523,Vendor 8523,BR
v08524,Vendor 8524,MX
v08525,Vendor 8525,CN
v08526,Vendor 8526,US
v08527,Vendor 8527,US
v08528,Vendor 8528,DE
v08529,Vendor 8529,BR
v08530,Vendor 8530,BR
v08531,Vendor 8531,MX
v08532,Vendor 8532,BR
v08533,Vendor 8533,CN
v08534,Vendor 8534,BR
v08535,Vendor 8535,BR
v08536,Vendor 8536,BR
v08537,Vendor 8537,CN
v08538,Vendor 8538,BR
v08539,Vendor 8539,GB
v08540,Vendor 8540,CA
v08541,Vendor 8541,CN
v08542,Vendor 8542,GB
v08543,Vendor 8543,JP
v08544,Vendor 8544,DE
v08545,Vendor 8545,BR
v08546,Vendor 8546,CN
v08547,Vendor 8547 – São_Paulo,MX
v08548,Vendor 8548,DE
v08549,Vendor 8549,AU
v08550,Vendor 8550,AU
v08551,Vendor 8551,AU
v08552,Vendor 8552,GB
v08553,Vendor 8553,CA
v08554,Vendor 8554,CA
v08555,Vendor 8555,GB
v08556,Vendor 8556,US
v08557,Vendor 8557,CA
v08558,Vendor 8558,CN
v08559,Vendor 8559,GB
v08560,Vendor 8560,JP
v08561,Vendor 8561,AU
v08562,Vendor 8562,US
v08563,Vendor 8563,MX
v08564,Vendor 8564,DE
v08565,Vendor 8565,US
v08566,Vendor 8566,US
v08567,Vendor 8567,MX
v08568,Vendor 8568,DE
v08569,Vendor 8569,CA
v08570,Vendor 8570,DE
v08571,Vendor 8571,MX
v08572,Vendor 8572,DE
v08573,Vendor 8573,JP
v08574,Vendor 8574,BR
v08575,Vendor 8575,BR
v08576,Vendor 8576,CN
v08577,Vendor 8577,AU
v08578,Vendor 8578,BR
v08579,Vendor 8579,CA
v08580,Vendor 8580,FR
v08581,Vendor 8581,GB
v08582,Vendor 8582,US
v08583,Vendor 8583,DE
v08584,Vendor 8584,JP
v08585,Vendor 8585,CN
v08586,Vendor 8586,CA
v08587,Vendor 8587,AU
v08588,Vendor 8588,JP
v08589,Vendor 8589,CN
v08590,Vendor 8590,MX
v08591,Vendor 8591,CA
v08592,Vendor 8592,BR
v08593,Vendor 8593,CN
v08594,Vendor 8594,CA
v08595,Vendor 8595,US
v08596,Vendor 8596,CA
v08597,Vendor 8597,GB
v08598,Vendor 8598,US
v08599,Vendor 8599,AU
v08600,Vendor 8600,GB
v08601,Vendor 8601,DE
v08602,Vendor 8602,MX
v08603,Vendor 8603,GB
v08604,Vendor 8604,US
v08605,Vendor 8605,AU
v08606,Vendor 8606,DE
v08607,Vendor 8607,BR
v08608,Vendor 8608,CN
v08609,Vendor 8609,US
v08610,Vendor 8610,GB
v08611,Vendor 8611,GB
v08612,Vendor 8612,JP
v08613,Vendor 8613,CN
v08614,Vendor 8614,FR
v08615,Vendor 8615,JP
v08616,Vendor 8616,GB
v08617,Vendor 8617,BR
v08618,Vendor 8618,CN
v08619,Vendor 8619,CA
v08620,Vendor 8620,BR
v08621,Vendor 8621,US
v08622,Vendor 8622,CN
v08623,Vendor 8623,CN
v08624,Vendor 8624,AU
v08625,Vendor 8625,MX
v08626,Vendor 8626,CA
v08627,Vendor 8627,FR
v08628,Vendor 8628,MX
v08629,Vendor 8629,DE
v08630,Vendor 8630,JP
v08631,Vendor 8631,CN
v08632,Vendor 8632,CA
v08633,Vendor 8633,MX
v08634,Vendor 8634,JP
v08635,Vendor 8635,CN
v08636,Vendor 8636,AU
v08637,Vendor 8637,US
v08638,Vendor 8638,BR
v08639,Vendor 8639,US
v08640,Vendor 8640,MX
v08641,Vendor 8641,AU
v08642,Vendor 8642,JP
v08643,Vendor 8643,GB
v08644,Vendor 8644,MX
v08645,Vendor 8645,FR
v08646,Vendor 8646,AU
v08647,Vendor 8647,AU
v08648,Vendor 8648,CA
v08649,Vendor 8649,DE
v08650,Vendor 8650,DE
v08651,Vendor 8651,CN
v08652,Vendor 8652,DE
v08653,Vendor 8653,DE
v08654,Vendor 8654,JP
v08655,Vendor 8655,DE
v08656,Vendor 8656,AU
v08657,Vendor 8657,AU
v08658,Vendor 8658,GB
v08659,Vendor 8659,CA
v08660,Vendor 8660,CN
v08661,Vendor 8661,GB
v08662,Vendor 8662,BR
v08663,Vendor 8663,AU
v08664,Vendor 8664,CA
v08665,Vendor 8665,FR
v08666,Vendor 8666,AU
v08667,Vendor 8667,FR
v08668,Vendor 8668,AU
v08669,Vendor 8669,CA
v08670,Vendor 8670,GB
v08671,Vendor 8671,DE
v08672,Vendor 8672,BR
v08673,Vendor 8673,CN
v08674,Vendor 8674,AU
v08675,Vendor 8675,CN
v08676,Vendor 8676,FR
v08677,Vendor 8677,CA
v08678,Vendor 8678,FR
v08679,Vendor 8679,US
v08680,Vendor 8680,CA
v08681,Vendor 8681,FR
v08682,Vendor 8682,DE
v08683,Vendor 8683,FR
v08684,Vendor 8684,JP
v08685,Vendor 8685,MX
v08686,Vendor 8686,MX
v08687,Vendor 8687,JP
v08688,Vendor 8688,GB
v08689,Vendor 8689,DE
v08690,Vendor 8690,JP
v08691,Vendor 8691,CA
v08692,Vendor 8692,US
v08693,Vendor 8693,FR
v08694,Vendor 8694,DE
v08695,Vendor 8695,BR
v08696,Vendor 8696,JP
v08697,Vendor 8697,FR
v08698,Vendor 8698,US
v08699,Vendor 8699,MX
v08700,Vendor 8700,FR
v08701,Vendor 8701,CN
v08702,Vendor 8702,US
v08703,Vendor 8703,GB
v08704,Vendor 8704,AU
v08705,Vendor 8705,CN
v08706,Vendor 8706,CA
v08707,Vendor 8707,BR
v08708,Vendor 8708,DE
v08709,Vendor 8709,MX
v08710,Vendor 8710,CA
v08711,Vendor 8711,CN
v08712,Vendor 8712,GB
v08713,Vendor 8713,MX
v08714,Vendor 8714,JP
v08715,Vendor 8715,FR
v08716,Vendor 8716,AU
v08717,Vendor 8717,AU
v08718,Vendor 8718,BR
v08719,Vendor 8719,AU
v08720,Vendor 8720,FR
v08721,Vendor 8721,GB
v08722,Vendor 8722,GB
v08723,Vendor 8723,GB
v08724,Vendor 8724,JP
v08725,Vendor 8725,JP
v08726,Vendor 8726,BR
v08727,Vendor 8727,DE
v08728,Vendor 8728,CA
v08729,Vendor 8729,CN
v08730,Vendor 8730,GB
v08731,Vendor 8731,BR
v08732,Vendor 8732,MX
v08733,Vendor 8733,BR
v08734,Vendor 8734,GB
v08735,Vendor 8735,BR
v08736,Vendor 8736,MX
v08737,Vendor 8737,GB
v08738,Vendor 8738,CN
v08739,Vendor 8739,CA
v08740,Vendor 8740,CA
v08741,Vendor 8741,GB
v08742,Vendor 8742,US
v08743,Vendor 8743,JP
v08744,Vendor 8744,BR
v08745,Vendor 8745,GB
v08746,Vendor 8746,US
v08747,Vendor 8747,DE
v08748,Vendor 8748,DE
v08749,Vendor 8749,MX
v08750,Vendor 8750,FR
v08751,Vendor 8751,AU
v08752,Vendor 8752,US
v08753,Vendor 8753,DE
v08754,Vendor 8754,CN
v08755,Vendor 8755,DE
v08756,Vendor 8756,DE
v08757,Vendor 8757,JP
v08758,Vendor 8758,GB
v08759,Vendor 8759,AU
v08760,Vendor 8760,CA
v08761,Vendor 8761,FR
v08762,Vendor 8762,BR
v08763,Vendor 8763,JP
v08764,Vendor 8764,AU
v08765,Vendor 8765,FR
v08766,Vendor 8766,CA
v08767,Vendor 8767,BR
v08768,Vendor 8768,GB
v08769,Vendor 8769,BR
v08770,Vendor 8770,DE
v08771,Vendor 8771,JP
v08772,Vendor 8772,CA
v08773,Vendor 8773,MX
v08774,Vendor 8774,MX
v08775,Vendor 8775,MX
v08776,Vendor 8776,BR
v08777,Vendor 8777,AU
v08778,Vendor 8778,DE
v08779,Vendor 8779,AU
v08780,Vendor 8780,GB
v08781,Vendor 8781,DE
v08782,Vendor 8782,BR
v08783,Vendor 8783,MX
v08784,Vendor 8784,US
v08785,Vendor 8785,DE
v08786,Vendor 8786,CN
v08787,Vendor 8787,BR
v08788,Vendor 8788,CN
v08789,Vendor 8789,FR
v08790,Vendor 8790,MX
v08791,Vendor 8791,CA
v08792,Vendor 8792,GB
v08793,Vendor 8793,CA
v08794,Vendor 8794,BR
v08795,Vendor 8795,AU
v08796,Vendor 8796,FR
v08797,Vendor 8797,FR
v08798,Vendor 8798,BR
v08799,Vendor 8799,AU
v08800,Vendor 8800,AU
v08801,Vendor 8801,US
v08802,Vendor 8802,JP
v08803,Vendor 8803,BR
v08804,Vendor 8804,US
v08805,Vendor 8805,JP
v08806,Vendor 8806,GB
v08807,Vendor 8807,BR
v08808,Vendor 8808,AU
v08809,Vendor 8809,BR
v08810,Vendor 8810,BR
v08811,Vendor 8811,CA
v08812,Vendor 8812,GB
v08813,Vendor 8813,US
v08814,Vendor 8814,FR
v08815,Vendor 8815,JP
v08816,Vendor 8816,CN
v08817,Vendor 8817,BR
v08818,Vendor 8818,US
v08819,Vendor 8819,DE
v08820,Vendor 8820,MX
v08821,Vendor 8821,AU
v08822,Vendor 8822,BR
v08823,Vendor 8823,FR
v08824,Vendor 8824,FR
v08825,Vendor 8825,AU
v08826,Vendor 8826,MX
v08827,Vendor 8827,JP
v08828,Vendor 8828,CA
v08829,Vendor 8829,FR
v08830,Vendor 8830,MX
v08831,Vendor 8831,BR
v08832,Vendor 8832,DE
v08833,Vendor 8833,CA
v08834,Vendor 8834,MX
v08835,Vendor 8835,US
v08836,Vendor 8836,MX
v08837,Vendor 8837,AU
v08838,Vendor 8838,BR
v08839,Vendor 8839,CN
v08840,Vendor 8840,CA
v08841,Vendor 8841,GB
v08842,Vendor 8842,CN
v08843,Vendor 8843,DE
v08844,Vendor 8844,CA
v08845,Vendor 8845,BR
v08846,Vendor 8846,BR
v08847,Vendor 8847,CA
v08848,Vendor 8848,FR
v08849,Vendor 8849,US
v08850,Vendor 8850,AU
v08851,Vendor 8851,CA
v08852,Vendor 8852,US
v08853,Vendor 8853,AU
v08854,Vendor 8854,MX
v08855,Vendor 8855,MX
v08856,Vendor 8856,MX
v08857,Vendor 8857,DE
v08858,Vendor 8858,AU
v08859,Vendor 8859,MX
v08860,Vendor 8860,JP
v08861,Vendor 8861,AU
v08862,Vendor 8862,JP
v08863,Vendor 8863,US
v08864,Vendor 8864,AU
